SK_ID_CURR,actual_TARGET,predicted_probability,risk_score,risk_tier,recommended_action
135766,0,0.639958,64.0,orange,High risk. Officer review and restructuring offer recommended.
434518,0,0.63991094,63.99,orange,High risk. Officer review and restructuring offer recommended.
221111,0,0.6398754,63.99,orange,High risk. Officer review and restructuring offer recommended.
274576,0,0.6398602,63.99,orange,High risk. Officer review and restructuring offer recommended.
336834,1,0.6396852,63.97,orange,High risk. Officer review and restructuring offer recommended.
365193,0,0.6397466,63.97,orange,High risk. Officer review and restructuring offer recommended.
139793,0,0.6395988,63.96,orange,High risk. Officer review and restructuring offer recommended.
277841,0,0.6395738,63.96,orange,High risk. Officer review and restructuring offer recommended.
363413,0,0.63960856,63.96,orange,High risk. Officer review and restructuring offer recommended.
174189,0,0.6393968,63.94,orange,High risk. Officer review and restructuring offer recommended.
385667,1,0.63925874,63.93,orange,High risk. Officer review and restructuring offer recommended.
366400,0,0.63929,63.93,orange,High risk. Officer review and restructuring offer recommended.
188402,0,0.63932836,63.93,orange,High risk. Officer review and restructuring offer recommended.
189142,1,0.6391526,63.92,orange,High risk. Officer review and restructuring offer recommended.
252233,0,0.6390418,63.9,orange,High risk. Officer review and restructuring offer recommended.
249236,0,0.6390247,63.9,orange,High risk. Officer review and restructuring offer recommended.
277743,0,0.6389165,63.89,orange,High risk. Officer review and restructuring offer recommended.
161138,0,0.6389132,63.89,orange,High risk. Officer review and restructuring offer recommended.
138170,0,0.6388268,63.88,orange,High risk. Officer review and restructuring offer recommended.
347949,0,0.6388253,63.88,orange,High risk. Officer review and restructuring offer recommended.
294121,0,0.6388055,63.88,orange,High risk. Officer review and restructuring offer recommended.
296425,0,0.63861835,63.86,orange,High risk. Officer review and restructuring offer recommended.
342246,1,0.6385527,63.86,orange,High risk. Officer review and restructuring offer recommended.
249669,0,0.6386432,63.86,orange,High risk. Officer review and restructuring offer recommended.
163256,0,0.6385109,63.85,orange,High risk. Officer review and restructuring offer recommended.
381692,1,0.63833183,63.83,orange,High risk. Officer review and restructuring offer recommended.
226815,1,0.6383325,63.83,orange,High risk. Officer review and restructuring offer recommended.
389928,0,0.6381727,63.82,orange,High risk. Officer review and restructuring offer recommended.
110204,0,0.6382455,63.82,orange,High risk. Officer review and restructuring offer recommended.
333643,0,0.6382089,63.82,orange,High risk. Officer review and restructuring offer recommended.
452781,1,0.63824236,63.82,orange,High risk. Officer review and restructuring offer recommended.
378505,0,0.63811916,63.81,orange,High risk. Officer review and restructuring offer recommended.
452844,0,0.6380531,63.81,orange,High risk. Officer review and restructuring offer recommended.
352382,0,0.6380898,63.81,orange,High risk. Officer review and restructuring offer recommended.
339754,0,0.6380724,63.81,orange,High risk. Officer review and restructuring offer recommended.
125182,0,0.63797224,63.8,orange,High risk. Officer review and restructuring offer recommended.
279511,1,0.6380232,63.8,orange,High risk. Officer review and restructuring offer recommended.
207874,0,0.6379624,63.8,orange,High risk. Officer review and restructuring offer recommended.
370493,0,0.6378708,63.79,orange,High risk. Officer review and restructuring offer recommended.
447352,0,0.63794607,63.79,orange,High risk. Officer review and restructuring offer recommended.
342244,0,0.6377816,63.78,orange,High risk. Officer review and restructuring offer recommended.
371610,0,0.6378081,63.78,orange,High risk. Officer review and restructuring offer recommended.
190549,0,0.6376699,63.77,orange,High risk. Officer review and restructuring offer recommended.
301377,1,0.6376968,63.77,orange,High risk. Officer review and restructuring offer recommended.
452786,0,0.6375975,63.76,orange,High risk. Officer review and restructuring offer recommended.
318028,0,0.6375916,63.76,orange,High risk. Officer review and restructuring offer recommended.
315139,0,0.6375042,63.75,orange,High risk. Officer review and restructuring offer recommended.
324591,0,0.63745534,63.75,orange,High risk. Officer review and restructuring offer recommended.
406467,0,0.6375074,63.75,orange,High risk. Officer review and restructuring offer recommended.
306534,0,0.63747895,63.75,orange,High risk. Officer review and restructuring offer recommended.
334416,0,0.63747144,63.75,orange,High risk. Officer review and restructuring offer recommended.
450174,0,0.6374482,63.74,orange,High risk. Officer review and restructuring offer recommended.
307064,1,0.63728917,63.73,orange,High risk. Officer review and restructuring offer recommended.
378823,0,0.6372968,63.73,orange,High risk. Officer review and restructuring offer recommended.
405555,0,0.6372124,63.72,orange,High risk. Officer review and restructuring offer recommended.
313196,0,0.63723844,63.72,orange,High risk. Officer review and restructuring offer recommended.
151075,0,0.6371631,63.72,orange,High risk. Officer review and restructuring offer recommended.
369798,0,0.63706326,63.71,orange,High risk. Officer review and restructuring offer recommended.
139100,0,0.6371213,63.71,orange,High risk. Officer review and restructuring offer recommended.
231354,0,0.6370531,63.71,orange,High risk. Officer review and restructuring offer recommended.
206415,0,0.637023,63.7,orange,High risk. Officer review and restructuring offer recommended.
178842,0,0.6368476,63.68,orange,High risk. Officer review and restructuring offer recommended.
304646,0,0.63681,63.68,orange,High risk. Officer review and restructuring offer recommended.
286187,0,0.63681495,63.68,orange,High risk. Officer review and restructuring offer recommended.
264590,0,0.63681483,63.68,orange,High risk. Officer review and restructuring offer recommended.
135416,1,0.6368165,63.68,orange,High risk. Officer review and restructuring offer recommended.
125873,0,0.6366761,63.67,orange,High risk. Officer review and restructuring offer recommended.
400753,0,0.6367151,63.67,orange,High risk. Officer review and restructuring offer recommended.
375509,0,0.6365623,63.66,orange,High risk. Officer review and restructuring offer recommended.
452864,0,0.63657,63.66,orange,High risk. Officer review and restructuring offer recommended.
183548,0,0.63657075,63.66,orange,High risk. Officer review and restructuring offer recommended.
355547,0,0.6365579,63.66,orange,High risk. Officer review and restructuring offer recommended.
454531,0,0.63646233,63.65,orange,High risk. Officer review and restructuring offer recommended.
277899,0,0.63645464,63.65,orange,High risk. Officer review and restructuring offer recommended.
353396,0,0.6363647,63.64,orange,High risk. Officer review and restructuring offer recommended.
111129,1,0.6363418,63.63,orange,High risk. Officer review and restructuring offer recommended.
334947,0,0.636199,63.62,orange,High risk. Officer review and restructuring offer recommended.
453080,0,0.6362238,63.62,orange,High risk. Officer review and restructuring offer recommended.
263631,0,0.63611513,63.61,orange,High risk. Officer review and restructuring offer recommended.
211260,0,0.63612866,63.61,orange,High risk. Officer review and restructuring offer recommended.
447308,0,0.6360738,63.61,orange,High risk. Officer review and restructuring offer recommended.
190502,0,0.63608086,63.61,orange,High risk. Officer review and restructuring offer recommended.
350785,1,0.63600636,63.6,orange,High risk. Officer review and restructuring offer recommended.
102331,0,0.63600755,63.6,orange,High risk. Officer review and restructuring offer recommended.
245546,0,0.63591963,63.59,orange,High risk. Officer review and restructuring offer recommended.
428015,0,0.63593066,63.59,orange,High risk. Officer review and restructuring offer recommended.
238896,0,0.63583326,63.58,orange,High risk. Officer review and restructuring offer recommended.
235574,0,0.6357895,63.58,orange,High risk. Officer review and restructuring offer recommended.
455214,0,0.63571495,63.57,orange,High risk. Officer review and restructuring offer recommended.
386372,0,0.6357178,63.57,orange,High risk. Officer review and restructuring offer recommended.
124014,0,0.6356335,63.56,orange,High risk. Officer review and restructuring offer recommended.
198936,0,0.63550925,63.55,orange,High risk. Officer review and restructuring offer recommended.
445563,0,0.6354901,63.55,orange,High risk. Officer review and restructuring offer recommended.
375577,1,0.6353926,63.54,orange,High risk. Officer review and restructuring offer recommended.
258339,0,0.6353889,63.54,orange,High risk. Officer review and restructuring offer recommended.
288271,0,0.63525957,63.53,orange,High risk. Officer review and restructuring offer recommended.
426467,0,0.6353245,63.53,orange,High risk. Officer review and restructuring offer recommended.
207697,0,0.63527364,63.53,orange,High risk. Officer review and restructuring offer recommended.
188975,0,0.63529676,63.53,orange,High risk. Officer review and restructuring offer recommended.
386756,0,0.63529116,63.53,orange,High risk. Officer review and restructuring offer recommended.
130710,0,0.6352198,63.52,orange,High risk. Officer review and restructuring offer recommended.
441699,0,0.6350917,63.51,orange,High risk. Officer review and restructuring offer recommended.
226410,0,0.63504684,63.5,orange,High risk. Officer review and restructuring offer recommended.
359740,0,0.6349327,63.49,orange,High risk. Officer review and restructuring offer recommended.
353271,0,0.6348687,63.49,orange,High risk. Officer review and restructuring offer recommended.
202647,1,0.63480645,63.48,orange,High risk. Officer review and restructuring offer recommended.
196405,0,0.6348449,63.48,orange,High risk. Officer review and restructuring offer recommended.
143392,1,0.6347981,63.48,orange,High risk. Officer review and restructuring offer recommended.
108800,0,0.63470864,63.47,orange,High risk. Officer review and restructuring offer recommended.
321615,0,0.6346588,63.47,orange,High risk. Officer review and restructuring offer recommended.
158799,0,0.63467646,63.47,orange,High risk. Officer review and restructuring offer recommended.
130441,0,0.6346102,63.46,orange,High risk. Officer review and restructuring offer recommended.
434515,0,0.63463897,63.46,orange,High risk. Officer review and restructuring offer recommended.
172930,0,0.63461703,63.46,orange,High risk. Officer review and restructuring offer recommended.
121894,1,0.63458294,63.46,orange,High risk. Officer review and restructuring offer recommended.
184432,0,0.63449466,63.45,orange,High risk. Officer review and restructuring offer recommended.
117380,0,0.63445306,63.45,orange,High risk. Officer review and restructuring offer recommended.
174374,0,0.63453937,63.45,orange,High risk. Officer review and restructuring offer recommended.
387917,0,0.63442105,63.44,orange,High risk. Officer review and restructuring offer recommended.
275541,0,0.63443875,63.44,orange,High risk. Officer review and restructuring offer recommended.
139046,0,0.63437265,63.44,orange,High risk. Officer review and restructuring offer recommended.
385257,0,0.63443947,63.44,orange,High risk. Officer review and restructuring offer recommended.
325109,1,0.6343882,63.44,orange,High risk. Officer review and restructuring offer recommended.
136218,0,0.6342852,63.43,orange,High risk. Officer review and restructuring offer recommended.
304688,0,0.63431835,63.43,orange,High risk. Officer review and restructuring offer recommended.
191457,1,0.6342615,63.43,orange,High risk. Officer review and restructuring offer recommended.
335103,0,0.63414305,63.41,orange,High risk. Officer review and restructuring offer recommended.
363013,0,0.6340226,63.4,orange,High risk. Officer review and restructuring offer recommended.
159771,0,0.63385576,63.39,orange,High risk. Officer review and restructuring offer recommended.
342774,0,0.6338119,63.38,orange,High risk. Officer review and restructuring offer recommended.
199355,0,0.6338066,63.38,orange,High risk. Officer review and restructuring offer recommended.
307099,0,0.6336744,63.37,orange,High risk. Officer review and restructuring offer recommended.
253532,0,0.6336662,63.37,orange,High risk. Officer review and restructuring offer recommended.
342708,1,0.6336289,63.36,orange,High risk. Officer review and restructuring offer recommended.
302104,0,0.63353485,63.35,orange,High risk. Officer review and restructuring offer recommended.
430131,0,0.63341266,63.34,orange,High risk. Officer review and restructuring offer recommended.
153852,0,0.6334445,63.34,orange,High risk. Officer review and restructuring offer recommended.
184239,0,0.63341284,63.34,orange,High risk. Officer review and restructuring offer recommended.
174697,0,0.6332874,63.33,orange,High risk. Officer review and restructuring offer recommended.
147175,1,0.6333418,63.33,orange,High risk. Officer review and restructuring offer recommended.
112703,0,0.6332651,63.33,orange,High risk. Officer review and restructuring offer recommended.
361422,0,0.63333094,63.33,orange,High risk. Officer review and restructuring offer recommended.
381568,0,0.63324714,63.32,orange,High risk. Officer review and restructuring offer recommended.
351478,0,0.633187,63.32,orange,High risk. Officer review and restructuring offer recommended.
320274,0,0.6331739,63.32,orange,High risk. Officer review and restructuring offer recommended.
167186,0,0.63323283,63.32,orange,High risk. Officer review and restructuring offer recommended.
285857,1,0.6329755,63.3,orange,High risk. Officer review and restructuring offer recommended.
252346,0,0.6330376,63.3,orange,High risk. Officer review and restructuring offer recommended.
372224,0,0.6329966,63.3,orange,High risk. Officer review and restructuring offer recommended.
107334,0,0.63302404,63.3,orange,High risk. Officer review and restructuring offer recommended.
297031,0,0.63297963,63.3,orange,High risk. Officer review and restructuring offer recommended.
278365,0,0.63287914,63.29,orange,High risk. Officer review and restructuring offer recommended.
447738,0,0.6329403,63.29,orange,High risk. Officer review and restructuring offer recommended.
203657,1,0.6329106,63.29,orange,High risk. Officer review and restructuring offer recommended.
303898,1,0.6328931,63.29,orange,High risk. Officer review and restructuring offer recommended.
117717,0,0.63286245,63.29,orange,High risk. Officer review and restructuring offer recommended.
334679,0,0.6326502,63.27,orange,High risk. Officer review and restructuring offer recommended.
316143,0,0.6325575,63.26,orange,High risk. Officer review and restructuring offer recommended.
369386,0,0.6326203,63.26,orange,High risk. Officer review and restructuring offer recommended.
119932,0,0.63258165,63.26,orange,High risk. Officer review and restructuring offer recommended.
325162,0,0.6325116,63.25,orange,High risk. Officer review and restructuring offer recommended.
357899,0,0.63244504,63.24,orange,High risk. Officer review and restructuring offer recommended.
208945,0,0.63228804,63.23,orange,High risk. Officer review and restructuring offer recommended.
443341,1,0.6321953,63.22,orange,High risk. Officer review and restructuring offer recommended.
208643,0,0.6322067,63.22,orange,High risk. Officer review and restructuring offer recommended.
100374,0,0.63223815,63.22,orange,High risk. Officer review and restructuring offer recommended.
429722,0,0.6321176,63.21,orange,High risk. Officer review and restructuring offer recommended.
262378,0,0.6320891,63.21,orange,High risk. Officer review and restructuring offer recommended.
101441,0,0.6321494,63.21,orange,High risk. Officer review and restructuring offer recommended.
313860,0,0.6320783,63.21,orange,High risk. Officer review and restructuring offer recommended.
261160,0,0.63205636,63.21,orange,High risk. Officer review and restructuring offer recommended.
191437,0,0.6318787,63.19,orange,High risk. Officer review and restructuring offer recommended.
145854,0,0.6318157,63.18,orange,High risk. Officer review and restructuring offer recommended.
119085,0,0.63175994,63.18,orange,High risk. Officer review and restructuring offer recommended.
128788,0,0.6318067,63.18,orange,High risk. Officer review and restructuring offer recommended.
211493,0,0.63182247,63.18,orange,High risk. Officer review and restructuring offer recommended.
240920,0,0.63183486,63.18,orange,High risk. Officer review and restructuring offer recommended.
219653,0,0.6317977,63.18,orange,High risk. Officer review and restructuring offer recommended.
213513,0,0.6317196,63.17,orange,High risk. Officer review and restructuring offer recommended.
234523,0,0.6317199,63.17,orange,High risk. Officer review and restructuring offer recommended.
240775,0,0.63171536,63.17,orange,High risk. Officer review and restructuring offer recommended.
250784,0,0.63170654,63.17,orange,High risk. Officer review and restructuring offer recommended.
290402,0,0.631507,63.15,orange,High risk. Officer review and restructuring offer recommended.
310285,0,0.63142866,63.14,orange,High risk. Officer review and restructuring offer recommended.
453974,0,0.63140625,63.14,orange,High risk. Officer review and restructuring offer recommended.
141666,0,0.6313063,63.13,orange,High risk. Officer review and restructuring offer recommended.
306850,0,0.6313056,63.13,orange,High risk. Officer review and restructuring offer recommended.
387768,0,0.6313399,63.13,orange,High risk. Officer review and restructuring offer recommended.
419306,1,0.6311788,63.12,orange,High risk. Officer review and restructuring offer recommended.
422847,0,0.63124096,63.12,orange,High risk. Officer review and restructuring offer recommended.
118799,0,0.6310514,63.11,orange,High risk. Officer review and restructuring offer recommended.
421786,0,0.63109183,63.11,orange,High risk. Officer review and restructuring offer recommended.
103585,0,0.6309811,63.1,orange,High risk. Officer review and restructuring offer recommended.
184562,0,0.63101065,63.1,orange,High risk. Officer review and restructuring offer recommended.
415039,0,0.63088727,63.09,orange,High risk. Officer review and restructuring offer recommended.
122261,1,0.6309465,63.09,orange,High risk. Officer review and restructuring offer recommended.
191820,0,0.63086843,63.09,orange,High risk. Officer review and restructuring offer recommended.
178036,0,0.6308612,63.09,orange,High risk. Officer review and restructuring offer recommended.
450563,0,0.6309007,63.09,orange,High risk. Officer review and restructuring offer recommended.
117922,0,0.6306853,63.07,orange,High risk. Officer review and restructuring offer recommended.
242730,0,0.6307375,63.07,orange,High risk. Officer review and restructuring offer recommended.
100609,0,0.63066375,63.07,orange,High risk. Officer review and restructuring offer recommended.
158792,1,0.63067347,63.07,orange,High risk. Officer review and restructuring offer recommended.
380326,0,0.6305557,63.06,orange,High risk. Officer review and restructuring offer recommended.
297145,1,0.63056433,63.06,orange,High risk. Officer review and restructuring offer recommended.
179937,1,0.6305762,63.06,orange,High risk. Officer review and restructuring offer recommended.
371216,0,0.63029814,63.03,orange,High risk. Officer review and restructuring offer recommended.
453413,0,0.6302106,63.02,orange,High risk. Officer review and restructuring offer recommended.
410029,0,0.6300608,63.01,orange,High risk. Officer review and restructuring offer recommended.
392383,0,0.63012666,63.01,orange,High risk. Officer review and restructuring offer recommended.
120027,0,0.6300889,63.01,orange,High risk. Officer review and restructuring offer recommended.
326694,0,0.62990683,62.99,orange,High risk. Officer review and restructuring offer recommended.
325603,0,0.6299487,62.99,orange,High risk. Officer review and restructuring offer recommended.
370223,0,0.629818,62.98,orange,High risk. Officer review and restructuring offer recommended.
205340,0,0.62970793,62.97,orange,High risk. Officer review and restructuring offer recommended.
268574,0,0.6297075,62.97,orange,High risk. Officer review and restructuring offer recommended.
242854,0,0.6295862,62.96,orange,High risk. Officer review and restructuring offer recommended.
242297,0,0.62955624,62.96,orange,High risk. Officer review and restructuring offer recommended.
214709,0,0.6294791,62.95,orange,High risk. Officer review and restructuring offer recommended.
453398,0,0.6295444,62.95,orange,High risk. Officer review and restructuring offer recommended.
404707,0,0.62941575,62.94,orange,High risk. Officer review and restructuring offer recommended.
153245,0,0.62942415,62.94,orange,High risk. Officer review and restructuring offer recommended.
360373,0,0.6292901,62.93,orange,High risk. Officer review and restructuring offer recommended.
277533,0,0.6293123,62.93,orange,High risk. Officer review and restructuring offer recommended.
297024,0,0.6292512,62.93,orange,High risk. Officer review and restructuring offer recommended.
110384,0,0.629274,62.93,orange,High risk. Officer review and restructuring offer recommended.
245610,0,0.6292812,62.93,orange,High risk. Officer review and restructuring offer recommended.
217665,0,0.6292289,62.92,orange,High risk. Officer review and restructuring offer recommended.
145471,1,0.6292078,62.92,orange,High risk. Officer review and restructuring offer recommended.
305829,0,0.62917584,62.92,orange,High risk. Officer review and restructuring offer recommended.
275381,1,0.6292193,62.92,orange,High risk. Officer review and restructuring offer recommended.
199805,0,0.62913084,62.91,orange,High risk. Officer review and restructuring offer recommended.
402755,0,0.62914896,62.91,orange,High risk. Officer review and restructuring offer recommended.
265351,0,0.62905073,62.91,orange,High risk. Officer review and restructuring offer recommended.
199487,0,0.62911916,62.91,orange,High risk. Officer review and restructuring offer recommended.
193170,0,0.62913567,62.91,orange,High risk. Officer review and restructuring offer recommended.
231521,0,0.6289901,62.9,orange,High risk. Officer review and restructuring offer recommended.
220274,0,0.6290217,62.9,orange,High risk. Officer review and restructuring offer recommended.
247197,1,0.6289691,62.9,orange,High risk. Officer review and restructuring offer recommended.
296547,0,0.6288995,62.89,orange,High risk. Officer review and restructuring offer recommended.
405865,0,0.628944,62.89,orange,High risk. Officer review and restructuring offer recommended.
276999,0,0.62888265,62.89,orange,High risk. Officer review and restructuring offer recommended.
286151,0,0.62886107,62.89,orange,High risk. Officer review and restructuring offer recommended.
332179,0,0.62892324,62.89,orange,High risk. Officer review and restructuring offer recommended.
102959,1,0.6288087,62.88,orange,High risk. Officer review and restructuring offer recommended.
348850,0,0.6286716,62.87,orange,High risk. Officer review and restructuring offer recommended.
369682,0,0.6287303,62.87,orange,High risk. Officer review and restructuring offer recommended.
322377,0,0.6286275,62.86,orange,High risk. Officer review and restructuring offer recommended.
376866,1,0.6285982,62.86,orange,High risk. Officer review and restructuring offer recommended.
221907,0,0.62860954,62.86,orange,High risk. Officer review and restructuring offer recommended.
355316,0,0.6284843,62.85,orange,High risk. Officer review and restructuring offer recommended.
386981,0,0.62843984,62.84,orange,High risk. Officer review and restructuring offer recommended.
441999,0,0.62837654,62.84,orange,High risk. Officer review and restructuring offer recommended.
189150,0,0.62840956,62.84,orange,High risk. Officer review and restructuring offer recommended.
162744,0,0.6283194,62.83,orange,High risk. Officer review and restructuring offer recommended.
439876,0,0.6283325,62.83,orange,High risk. Officer review and restructuring offer recommended.
265329,0,0.6282485,62.82,orange,High risk. Officer review and restructuring offer recommended.
163327,1,0.62808377,62.81,orange,High risk. Officer review and restructuring offer recommended.
145362,0,0.6281483,62.81,orange,High risk. Officer review and restructuring offer recommended.
367154,0,0.6280665,62.81,orange,High risk. Officer review and restructuring offer recommended.
235533,0,0.62801725,62.8,orange,High risk. Officer review and restructuring offer recommended.
302923,0,0.6279075,62.79,orange,High risk. Officer review and restructuring offer recommended.
117745,0,0.6279327,62.79,orange,High risk. Officer review and restructuring offer recommended.
270248,0,0.6277965,62.78,orange,High risk. Officer review and restructuring offer recommended.
446893,0,0.6277683,62.78,orange,High risk. Officer review and restructuring offer recommended.
387402,0,0.6277658,62.78,orange,High risk. Officer review and restructuring offer recommended.
448112,0,0.6278158,62.78,orange,High risk. Officer review and restructuring offer recommended.
190661,0,0.6278146,62.78,orange,High risk. Officer review and restructuring offer recommended.
117879,0,0.6276617,62.77,orange,High risk. Officer review and restructuring offer recommended.
245891,0,0.627748,62.77,orange,High risk. Officer review and restructuring offer recommended.
311120,0,0.6276024,62.76,orange,High risk. Officer review and restructuring offer recommended.
166408,1,0.6275661,62.76,orange,High risk. Officer review and restructuring offer recommended.
135986,0,0.62759614,62.76,orange,High risk. Officer review and restructuring offer recommended.
186410,0,0.62752146,62.75,orange,High risk. Officer review and restructuring offer recommended.
377344,0,0.62747973,62.75,orange,High risk. Officer review and restructuring offer recommended.
170025,0,0.6275091,62.75,orange,High risk. Officer review and restructuring offer recommended.
423253,1,0.62754756,62.75,orange,High risk. Officer review and restructuring offer recommended.
116739,0,0.62745786,62.75,orange,High risk. Officer review and restructuring offer recommended.
243254,0,0.62754685,62.75,orange,High risk. Officer review and restructuring offer recommended.
143420,1,0.6273529,62.74,orange,High risk. Officer review and restructuring offer recommended.
254818,0,0.62733996,62.73,orange,High risk. Officer review and restructuring offer recommended.
249965,1,0.62727463,62.73,orange,High risk. Officer review and restructuring offer recommended.
336755,0,0.6272392,62.72,orange,High risk. Officer review and restructuring offer recommended.
185856,0,0.627158,62.72,orange,High risk. Officer review and restructuring offer recommended.
345713,0,0.62716156,62.72,orange,High risk. Officer review and restructuring offer recommended.
261474,0,0.6272166,62.72,orange,High risk. Officer review and restructuring offer recommended.
314805,0,0.62707436,62.71,orange,High risk. Officer review and restructuring offer recommended.
248338,0,0.62712526,62.71,orange,High risk. Officer review and restructuring offer recommended.
258918,1,0.6270356,62.7,orange,High risk. Officer review and restructuring offer recommended.
110617,0,0.6270237,62.7,orange,High risk. Officer review and restructuring offer recommended.
429583,0,0.6268766,62.69,orange,High risk. Officer review and restructuring offer recommended.
259329,0,0.6268557,62.69,orange,High risk. Officer review and restructuring offer recommended.
405277,0,0.6267782,62.68,orange,High risk. Officer review and restructuring offer recommended.
369758,1,0.62679505,62.68,orange,High risk. Officer review and restructuring offer recommended.
185619,0,0.62671596,62.67,orange,High risk. Officer review and restructuring offer recommended.
229872,1,0.6266782,62.67,orange,High risk. Officer review and restructuring offer recommended.
258322,0,0.6265801,62.66,orange,High risk. Officer review and restructuring offer recommended.
393407,0,0.6265746,62.66,orange,High risk. Officer review and restructuring offer recommended.
360336,1,0.6266076,62.66,orange,High risk. Officer review and restructuring offer recommended.
427380,0,0.6264521,62.65,orange,High risk. Officer review and restructuring offer recommended.
151742,0,0.62639886,62.64,orange,High risk. Officer review and restructuring offer recommended.
160894,0,0.62633306,62.63,orange,High risk. Officer review and restructuring offer recommended.
162096,1,0.6262905,62.63,orange,High risk. Officer review and restructuring offer recommended.
181712,0,0.6262212,62.62,orange,High risk. Officer review and restructuring offer recommended.
434018,0,0.6261196,62.61,orange,High risk. Officer review and restructuring offer recommended.
133026,0,0.62610483,62.61,orange,High risk. Officer review and restructuring offer recommended.
373250,0,0.62605685,62.61,orange,High risk. Officer review and restructuring offer recommended.
239362,0,0.62603736,62.6,orange,High risk. Officer review and restructuring offer recommended.
429756,0,0.6258891,62.59,orange,High risk. Officer review and restructuring offer recommended.
191734,0,0.6259405,62.59,orange,High risk. Officer review and restructuring offer recommended.
206225,0,0.62581336,62.58,orange,High risk. Officer review and restructuring offer recommended.
303566,1,0.62576663,62.58,orange,High risk. Officer review and restructuring offer recommended.
283834,0,0.62572825,62.57,orange,High risk. Officer review and restructuring offer recommended.
111298,0,0.62563574,62.56,orange,High risk. Officer review and restructuring offer recommended.
136301,0,0.6256222,62.56,orange,High risk. Officer review and restructuring offer recommended.
216447,0,0.62555474,62.56,orange,High risk. Officer review and restructuring offer recommended.
263394,0,0.62548393,62.55,orange,High risk. Officer review and restructuring offer recommended.
398589,0,0.62546456,62.55,orange,High risk. Officer review and restructuring offer recommended.
416535,1,0.62541085,62.54,orange,High risk. Officer review and restructuring offer recommended.
439341,0,0.62534046,62.53,orange,High risk. Officer review and restructuring offer recommended.
112394,0,0.6249188,62.49,orange,High risk. Officer review and restructuring offer recommended.
325003,1,0.6249138,62.49,orange,High risk. Officer review and restructuring offer recommended.
439035,0,0.62487763,62.49,orange,High risk. Officer review and restructuring offer recommended.
295280,0,0.62484586,62.48,orange,High risk. Officer review and restructuring offer recommended.
115838,0,0.624665,62.47,orange,High risk. Officer review and restructuring offer recommended.
334105,0,0.6246819,62.47,orange,High risk. Officer review and restructuring offer recommended.
438982,0,0.6246542,62.47,orange,High risk. Officer review and restructuring offer recommended.
191392,0,0.62459534,62.46,orange,High risk. Officer review and restructuring offer recommended.
168033,0,0.62460846,62.46,orange,High risk. Officer review and restructuring offer recommended.
340782,0,0.62435025,62.44,orange,High risk. Officer review and restructuring offer recommended.
399277,0,0.624426,62.44,orange,High risk. Officer review and restructuring offer recommended.
386259,0,0.62441945,62.44,orange,High risk. Officer review and restructuring offer recommended.
100724,0,0.62430376,62.43,orange,High risk. Officer review and restructuring offer recommended.
424579,0,0.624304,62.43,orange,High risk. Officer review and restructuring offer recommended.
164836,0,0.62420344,62.42,orange,High risk. Officer review and restructuring offer recommended.
180460,0,0.6240979,62.41,orange,High risk. Officer review and restructuring offer recommended.
233994,0,0.6240962,62.41,orange,High risk. Officer review and restructuring offer recommended.
146635,0,0.6240743,62.41,orange,High risk. Officer review and restructuring offer recommended.
249300,0,0.62412685,62.41,orange,High risk. Officer review and restructuring offer recommended.
100336,1,0.62402964,62.4,orange,High risk. Officer review and restructuring offer recommended.
331951,0,0.6239816,62.4,orange,High risk. Officer review and restructuring offer recommended.
429008,1,0.62403953,62.4,orange,High risk. Officer review and restructuring offer recommended.
428755,0,0.6238735,62.39,orange,High risk. Officer review and restructuring offer recommended.
292713,0,0.6239262,62.39,orange,High risk. Officer review and restructuring offer recommended.
345422,0,0.6239104,62.39,orange,High risk. Officer review and restructuring offer recommended.
222677,0,0.6237618,62.38,orange,High risk. Officer review and restructuring offer recommended.
151468,0,0.6236675,62.37,orange,High risk. Officer review and restructuring offer recommended.
351628,0,0.6236892,62.37,orange,High risk. Officer review and restructuring offer recommended.
183374,0,0.6236836,62.37,orange,High risk. Officer review and restructuring offer recommended.
408521,0,0.62366116,62.37,orange,High risk. Officer review and restructuring offer recommended.
417563,0,0.6235525,62.36,orange,High risk. Officer review and restructuring offer recommended.
317007,0,0.6235738,62.36,orange,High risk. Officer review and restructuring offer recommended.
280055,0,0.62364984,62.36,orange,High risk. Officer review and restructuring offer recommended.
219626,0,0.62349457,62.35,orange,High risk. Officer review and restructuring offer recommended.
429872,0,0.62348,62.35,orange,High risk. Officer review and restructuring offer recommended.
111124,0,0.62341994,62.34,orange,High risk. Officer review and restructuring offer recommended.
249684,0,0.623448,62.34,orange,High risk. Officer review and restructuring offer recommended.
230530,0,0.623377,62.34,orange,High risk. Officer review and restructuring offer recommended.
170172,1,0.62343943,62.34,orange,High risk. Officer review and restructuring offer recommended.
403947,0,0.6233675,62.34,orange,High risk. Officer review and restructuring offer recommended.
449330,1,0.6233434,62.33,orange,High risk. Officer review and restructuring offer recommended.
318435,0,0.6233389,62.33,orange,High risk. Officer review and restructuring offer recommended.
339781,0,0.6231758,62.32,orange,High risk. Officer review and restructuring offer recommended.
165403,0,0.623105,62.31,orange,High risk. Officer review and restructuring offer recommended.
403206,1,0.6231116,62.31,orange,High risk. Officer review and restructuring offer recommended.
194888,0,0.6231006,62.31,orange,High risk. Officer review and restructuring offer recommended.
364554,0,0.62285507,62.29,orange,High risk. Officer review and restructuring offer recommended.
