SK_ID_CURR,actual_TARGET,predicted_probability,risk_score,risk_tier,recommended_action,finsense_alert
127016,0,0.66652185,66.65,orange,High risk. Officer review and restructuring offer recommended.,True
109359,0,0.6664513,66.65,orange,High risk. Officer review and restructuring offer recommended.,True
333098,0,0.6665372,66.65,orange,High risk. Officer review and restructuring offer recommended.,True
443718,0,0.66647196,66.65,orange,High risk. Officer review and restructuring offer recommended.,True
318420,0,0.66641146,66.64,orange,High risk. Officer review and restructuring offer recommended.,True
201707,0,0.66639435,66.64,orange,High risk. Officer review and restructuring offer recommended.,True
269802,1,0.6664241,66.64,orange,High risk. Officer review and restructuring offer recommended.,True
402145,0,0.66637623,66.64,orange,High risk. Officer review and restructuring offer recommended.,True
332316,0,0.6663444,66.63,orange,High risk. Officer review and restructuring offer recommended.,True
309610,1,0.66626245,66.63,orange,High risk. Officer review and restructuring offer recommended.,True
250315,0,0.66633517,66.63,orange,High risk. Officer review and restructuring offer recommended.,True
337482,1,0.6663053,66.63,orange,High risk. Officer review and restructuring offer recommended.,True
334782,0,0.66627073,66.63,orange,High risk. Officer review and restructuring offer recommended.,True
304411,0,0.66621435,66.62,orange,High risk. Officer review and restructuring offer recommended.,True
235105,0,0.66615814,66.62,orange,High risk. Officer review and restructuring offer recommended.,True
241959,1,0.6660737,66.61,orange,High risk. Officer review and restructuring offer recommended.,True
153589,0,0.6661041,66.61,orange,High risk. Officer review and restructuring offer recommended.,True
149425,0,0.6661455,66.61,orange,High risk. Officer review and restructuring offer recommended.,True
140207,0,0.66600895,66.6,orange,High risk. Officer review and restructuring offer recommended.,True
394139,0,0.6659987,66.6,orange,High risk. Officer review and restructuring offer recommended.,True
291710,0,0.6660311,66.6,orange,High risk. Officer review and restructuring offer recommended.,True
363650,0,0.6659763,66.6,orange,High risk. Officer review and restructuring offer recommended.,True
360641,0,0.66599524,66.6,orange,High risk. Officer review and restructuring offer recommended.,True
239330,0,0.66598845,66.6,orange,High risk. Officer review and restructuring offer recommended.,True
199354,1,0.66586846,66.59,orange,High risk. Officer review and restructuring offer recommended.,True
294219,1,0.6659155,66.59,orange,High risk. Officer review and restructuring offer recommended.,True
325629,0,0.6659293,66.59,orange,High risk. Officer review and restructuring offer recommended.,True
201134,0,0.6658721,66.59,orange,High risk. Officer review and restructuring offer recommended.,True
255209,1,0.66586864,66.59,orange,High risk. Officer review and restructuring offer recommended.,True
360486,0,0.6658344,66.58,orange,High risk. Officer review and restructuring offer recommended.,True
440533,1,0.6658169,66.58,orange,High risk. Officer review and restructuring offer recommended.,True
176103,0,0.66579515,66.58,orange,High risk. Officer review and restructuring offer recommended.,True
229588,0,0.6657774,66.58,orange,High risk. Officer review and restructuring offer recommended.,True
429445,0,0.6657076,66.57,orange,High risk. Officer review and restructuring offer recommended.,True
382247,0,0.6657024,66.57,orange,High risk. Officer review and restructuring offer recommended.,True
440650,1,0.66568,66.57,orange,High risk. Officer review and restructuring offer recommended.,True
330151,0,0.6657286,66.57,orange,High risk. Officer review and restructuring offer recommended.,True
371324,0,0.6657442,66.57,orange,High risk. Officer review and restructuring offer recommended.,True
106156,0,0.6656122,66.56,orange,High risk. Officer review and restructuring offer recommended.,True
104563,0,0.66557586,66.56,orange,High risk. Officer review and restructuring offer recommended.,True
321639,0,0.66558415,66.56,orange,High risk. Officer review and restructuring offer recommended.,True
416326,0,0.66559887,66.56,orange,High risk. Officer review and restructuring offer recommended.,True
134106,0,0.6656322,66.56,orange,High risk. Officer review and restructuring offer recommended.,True
251187,0,0.6654996,66.55,orange,High risk. Officer review and restructuring offer recommended.,True
164789,0,0.6655462,66.55,orange,High risk. Officer review and restructuring offer recommended.,True
236083,0,0.6654118,66.54,orange,High risk. Officer review and restructuring offer recommended.,True
129589,0,0.6652503,66.53,orange,High risk. Officer review and restructuring offer recommended.,True
235965,0,0.665268,66.53,orange,High risk. Officer review and restructuring offer recommended.,True
291895,0,0.66534704,66.53,orange,High risk. Officer review and restructuring offer recommended.,True
250169,0,0.66534334,66.53,orange,High risk. Officer review and restructuring offer recommended.,True
153815,0,0.66531163,66.53,orange,High risk. Officer review and restructuring offer recommended.,True
389597,0,0.66534746,66.53,orange,High risk. Officer review and restructuring offer recommended.,True
383783,0,0.66529167,66.53,orange,High risk. Officer review and restructuring offer recommended.,True
294976,0,0.6652845,66.53,orange,High risk. Officer review and restructuring offer recommended.,True
117236,0,0.665186,66.52,orange,High risk. Officer review and restructuring offer recommended.,True
184539,1,0.6651859,66.52,orange,High risk. Officer review and restructuring offer recommended.,True
280309,0,0.6650557,66.51,orange,High risk. Officer review and restructuring offer recommended.,True
300777,0,0.66512877,66.51,orange,High risk. Officer review and restructuring offer recommended.,True
123455,1,0.66506916,66.51,orange,High risk. Officer review and restructuring offer recommended.,True
373608,0,0.66506827,66.51,orange,High risk. Officer review and restructuring offer recommended.,True
402499,0,0.66514957,66.51,orange,High risk. Officer review and restructuring offer recommended.,True
412306,0,0.6650538,66.51,orange,High risk. Officer review and restructuring offer recommended.,True
420292,0,0.66510564,66.51,orange,High risk. Officer review and restructuring offer recommended.,True
188698,0,0.66511387,66.51,orange,High risk. Officer review and restructuring offer recommended.,True
417643,0,0.66512686,66.51,orange,High risk. Officer review and restructuring offer recommended.,True
275866,0,0.66508657,66.51,orange,High risk. Officer review and restructuring offer recommended.,True
355301,0,0.6651208,66.51,orange,High risk. Officer review and restructuring offer recommended.,True
174522,0,0.6650331,66.5,orange,High risk. Officer review and restructuring offer recommended.,True
176942,0,0.6649589,66.5,orange,High risk. Officer review and restructuring offer recommended.,True
408675,1,0.66503197,66.5,orange,High risk. Officer review and restructuring offer recommended.,True
238154,0,0.66498387,66.5,orange,High risk. Officer review and restructuring offer recommended.,True
304598,1,0.66504836,66.5,orange,High risk. Officer review and restructuring offer recommended.,True
307978,1,0.66499746,66.5,orange,High risk. Officer review and restructuring offer recommended.,True
313216,0,0.66502184,66.5,orange,High risk. Officer review and restructuring offer recommended.,True
430412,1,0.66503394,66.5,orange,High risk. Officer review and restructuring offer recommended.,True
148034,0,0.66500056,66.5,orange,High risk. Officer review and restructuring offer recommended.,True
357955,0,0.66500634,66.5,orange,High risk. Officer review and restructuring offer recommended.,True
399313,0,0.6649711,66.5,orange,High risk. Officer review and restructuring offer recommended.,True
175674,0,0.66494024,66.49,orange,High risk. Officer review and restructuring offer recommended.,True
102842,0,0.66490185,66.49,orange,High risk. Officer review and restructuring offer recommended.,True
112599,0,0.66486496,66.49,orange,High risk. Officer review and restructuring offer recommended.,True
171458,0,0.6648872,66.49,orange,High risk. Officer review and restructuring offer recommended.,True
434894,0,0.6649099,66.49,orange,High risk. Officer review and restructuring offer recommended.,True
380134,0,0.6649341,66.49,orange,High risk. Officer review and restructuring offer recommended.,True
436828,0,0.66493464,66.49,orange,High risk. Officer review and restructuring offer recommended.,True
272554,0,0.66477823,66.48,orange,High risk. Officer review and restructuring offer recommended.,True
331739,1,0.6648401,66.48,orange,High risk. Officer review and restructuring offer recommended.,True
145868,1,0.6647786,66.48,orange,High risk. Officer review and restructuring offer recommended.,True
221554,0,0.6647845,66.48,orange,High risk. Officer review and restructuring offer recommended.,True
330492,0,0.6647667,66.48,orange,High risk. Officer review and restructuring offer recommended.,True
292759,0,0.66477466,66.48,orange,High risk. Officer review and restructuring offer recommended.,True
118061,0,0.6647563,66.48,orange,High risk. Officer review and restructuring offer recommended.,True
268052,0,0.6647512,66.48,orange,High risk. Officer review and restructuring offer recommended.,True
113384,0,0.6646768,66.47,orange,High risk. Officer review and restructuring offer recommended.,True
171549,1,0.6646689,66.47,orange,High risk. Officer review and restructuring offer recommended.,True
351356,0,0.6647166,66.47,orange,High risk. Officer review and restructuring offer recommended.,True
363775,0,0.6646806,66.47,orange,High risk. Officer review and restructuring offer recommended.,True
210160,0,0.66473335,66.47,orange,High risk. Officer review and restructuring offer recommended.,True
226178,0,0.6646595,66.47,orange,High risk. Officer review and restructuring offer recommended.,True
218022,0,0.6645981,66.46,orange,High risk. Officer review and restructuring offer recommended.,True
173498,0,0.66460824,66.46,orange,High risk. Officer review and restructuring offer recommended.,True
312653,0,0.664611,66.46,orange,High risk. Officer review and restructuring offer recommended.,True
135398,0,0.6645962,66.46,orange,High risk. Officer review and restructuring offer recommended.,True
132621,0,0.66457033,66.46,orange,High risk. Officer review and restructuring offer recommended.,True
128655,0,0.6644598,66.45,orange,High risk. Officer review and restructuring offer recommended.,True
205359,0,0.66446847,66.45,orange,High risk. Officer review and restructuring offer recommended.,True
356898,1,0.66454476,66.45,orange,High risk. Officer review and restructuring offer recommended.,True
205356,0,0.66441524,66.44,orange,High risk. Officer review and restructuring offer recommended.,True
445654,0,0.66441107,66.44,orange,High risk. Officer review and restructuring offer recommended.,True
261189,1,0.66439617,66.44,orange,High risk. Officer review and restructuring offer recommended.,True
133797,0,0.6643615,66.44,orange,High risk. Officer review and restructuring offer recommended.,True
304340,0,0.66436946,66.44,orange,High risk. Officer review and restructuring offer recommended.,True
270722,0,0.6643281,66.43,orange,High risk. Officer review and restructuring offer recommended.,True
341230,0,0.6643366,66.43,orange,High risk. Officer review and restructuring offer recommended.,True
401385,0,0.66433066,66.43,orange,High risk. Officer review and restructuring offer recommended.,True
130959,0,0.6643442,66.43,orange,High risk. Officer review and restructuring offer recommended.,True
310085,0,0.6642146,66.42,orange,High risk. Officer review and restructuring offer recommended.,True
100089,0,0.66420704,66.42,orange,High risk. Officer review and restructuring offer recommended.,True
281041,0,0.66419566,66.42,orange,High risk. Officer review and restructuring offer recommended.,True
181094,1,0.66423535,66.42,orange,High risk. Officer review and restructuring offer recommended.,True
283823,1,0.6642308,66.42,orange,High risk. Officer review and restructuring offer recommended.,True
299437,0,0.664119,66.41,orange,High risk. Officer review and restructuring offer recommended.,True
190424,0,0.6640128,66.4,orange,High risk. Officer review and restructuring offer recommended.,True
417369,1,0.66400504,66.4,orange,High risk. Officer review and restructuring offer recommended.,True
453900,0,0.6639857,66.4,orange,High risk. Officer review and restructuring offer recommended.,True
448594,0,0.6639591,66.4,orange,High risk. Officer review and restructuring offer recommended.,True
174515,1,0.6640035,66.4,orange,High risk. Officer review and restructuring offer recommended.,True
328502,0,0.66398644,66.4,orange,High risk. Officer review and restructuring offer recommended.,True
284428,0,0.6640455,66.4,orange,High risk. Officer review and restructuring offer recommended.,True
448036,0,0.663985,66.4,orange,High risk. Officer review and restructuring offer recommended.,True
108586,0,0.66403806,66.4,orange,High risk. Officer review and restructuring offer recommended.,True
251817,0,0.6638883,66.39,orange,High risk. Officer review and restructuring offer recommended.,True
214161,0,0.66391087,66.39,orange,High risk. Officer review and restructuring offer recommended.,True
256656,0,0.66390085,66.39,orange,High risk. Officer review and restructuring offer recommended.,True
306124,0,0.6639197,66.39,orange,High risk. Officer review and restructuring offer recommended.,True
420801,0,0.6638638,66.39,orange,High risk. Officer review and restructuring offer recommended.,True
104181,0,0.6637833,66.38,orange,High risk. Officer review and restructuring offer recommended.,True
326975,0,0.66384465,66.38,orange,High risk. Officer review and restructuring offer recommended.,True
435001,0,0.6636554,66.37,orange,High risk. Officer review and restructuring offer recommended.,True
380675,0,0.66373384,66.37,orange,High risk. Officer review and restructuring offer recommended.,True
389602,0,0.6636607,66.37,orange,High risk. Officer review and restructuring offer recommended.,True
187225,0,0.6636983,66.37,orange,High risk. Officer review and restructuring offer recommended.,True
301892,0,0.6636079,66.36,orange,High risk. Officer review and restructuring offer recommended.,True
446494,0,0.66357094,66.36,orange,High risk. Officer review and restructuring offer recommended.,True
248932,1,0.66358393,66.36,orange,High risk. Officer review and restructuring offer recommended.,True
116978,0,0.6634523,66.35,orange,High risk. Officer review and restructuring offer recommended.,True
365175,0,0.66353446,66.35,orange,High risk. Officer review and restructuring offer recommended.,True
250663,0,0.66335666,66.34,orange,High risk. Officer review and restructuring offer recommended.,True
339313,0,0.6633807,66.34,orange,High risk. Officer review and restructuring offer recommended.,True
385714,0,0.66341895,66.34,orange,High risk. Officer review and restructuring offer recommended.,True
139730,0,0.6633844,66.34,orange,High risk. Officer review and restructuring offer recommended.,True
187382,0,0.663391,66.34,orange,High risk. Officer review and restructuring offer recommended.,True
401121,0,0.6634323,66.34,orange,High risk. Officer review and restructuring offer recommended.,True
158571,0,0.66330093,66.33,orange,High risk. Officer review and restructuring offer recommended.,True
248806,0,0.66329086,66.33,orange,High risk. Officer review and restructuring offer recommended.,True
408723,0,0.6633394,66.33,orange,High risk. Officer review and restructuring offer recommended.,True
194025,0,0.6632325,66.32,orange,High risk. Officer review and restructuring offer recommended.,True
311814,0,0.6631647,66.32,orange,High risk. Officer review and restructuring offer recommended.,True
234828,0,0.66319805,66.32,orange,High risk. Officer review and restructuring offer recommended.,True
203341,0,0.66311747,66.31,orange,High risk. Officer review and restructuring offer recommended.,True
288788,0,0.66312194,66.31,orange,High risk. Officer review and restructuring offer recommended.,True
273951,0,0.6630662,66.31,orange,High risk. Officer review and restructuring offer recommended.,True
434480,1,0.663133,66.31,orange,High risk. Officer review and restructuring offer recommended.,True
372795,0,0.6631393,66.31,orange,High risk. Officer review and restructuring offer recommended.,True
435624,0,0.6630883,66.31,orange,High risk. Officer review and restructuring offer recommended.,True
194551,0,0.6629662,66.3,orange,High risk. Officer review and restructuring offer recommended.,True
108911,0,0.66285187,66.29,orange,High risk. Officer review and restructuring offer recommended.,True
128715,1,0.66292745,66.29,orange,High risk. Officer review and restructuring offer recommended.,True
214257,0,0.6629303,66.29,orange,High risk. Officer review and restructuring offer recommended.,True
209088,0,0.6629374,66.29,orange,High risk. Officer review and restructuring offer recommended.,True
266707,0,0.66286856,66.29,orange,High risk. Officer review and restructuring offer recommended.,True
321810,0,0.66289544,66.29,orange,High risk. Officer review and restructuring offer recommended.,True
369426,1,0.66283584,66.28,orange,High risk. Officer review and restructuring offer recommended.,True
325763,0,0.6627646,66.28,orange,High risk. Officer review and restructuring offer recommended.,True
224074,0,0.6628263,66.28,orange,High risk. Officer review and restructuring offer recommended.,True
343198,0,0.6627653,66.28,orange,High risk. Officer review and restructuring offer recommended.,True
100943,0,0.6627064,66.27,orange,High risk. Officer review and restructuring offer recommended.,True
300001,0,0.66269,66.27,orange,High risk. Officer review and restructuring offer recommended.,True
110532,1,0.66265315,66.27,orange,High risk. Officer review and restructuring offer recommended.,True
279351,0,0.66270274,66.27,orange,High risk. Officer review and restructuring offer recommended.,True
387422,0,0.6626652,66.27,orange,High risk. Officer review and restructuring offer recommended.,True
109190,1,0.6626768,66.27,orange,High risk. Officer review and restructuring offer recommended.,True
336912,0,0.66256166,66.26,orange,High risk. Officer review and restructuring offer recommended.,True
284917,0,0.6625683,66.26,orange,High risk. Officer review and restructuring offer recommended.,True
215056,0,0.66260374,66.26,orange,High risk. Officer review and restructuring offer recommended.,True
295006,0,0.66260767,66.26,orange,High risk. Officer review and restructuring offer recommended.,True
158321,1,0.6625836,66.26,orange,High risk. Officer review and restructuring offer recommended.,True
295249,0,0.66263264,66.26,orange,High risk. Officer review and restructuring offer recommended.,True
129593,0,0.6625615,66.26,orange,High risk. Officer review and restructuring offer recommended.,True
234519,0,0.66264844,66.26,orange,High risk. Officer review and restructuring offer recommended.,True
298611,0,0.6625946,66.26,orange,High risk. Officer review and restructuring offer recommended.,True
265674,0,0.6625324,66.25,orange,High risk. Officer review and restructuring offer recommended.,True
169336,0,0.66246295,66.25,orange,High risk. Officer review and restructuring offer recommended.,True
297611,0,0.6625496,66.25,orange,High risk. Officer review and restructuring offer recommended.,True
120180,0,0.6625309,66.25,orange,High risk. Officer review and restructuring offer recommended.,True
229004,1,0.6624796,66.25,orange,High risk. Officer review and restructuring offer recommended.,True
431664,1,0.66249686,66.25,orange,High risk. Officer review and restructuring offer recommended.,True
317539,1,0.66248953,66.25,orange,High risk. Officer review and restructuring offer recommended.,True
422927,0,0.6623677,66.24,orange,High risk. Officer review and restructuring offer recommended.,True
225731,1,0.6624056,66.24,orange,High risk. Officer review and restructuring offer recommended.,True
123281,0,0.66238886,66.24,orange,High risk. Officer review and restructuring offer recommended.,True
343633,0,0.66235846,66.24,orange,High risk. Officer review and restructuring offer recommended.,True
349066,0,0.66237956,66.24,orange,High risk. Officer review and restructuring offer recommended.,True
222838,1,0.66235363,66.24,orange,High risk. Officer review and restructuring offer recommended.,True
367528,0,0.6623849,66.24,orange,High risk. Officer review and restructuring offer recommended.,True
231802,0,0.6623639,66.24,orange,High risk. Officer review and restructuring offer recommended.,True
305907,0,0.6624261,66.24,orange,High risk. Officer review and restructuring offer recommended.,True
419937,0,0.66244733,66.24,orange,High risk. Officer review and restructuring offer recommended.,True
364843,0,0.66233146,66.23,orange,High risk. Officer review and restructuring offer recommended.,True
188358,0,0.662282,66.23,orange,High risk. Officer review and restructuring offer recommended.,True
136121,0,0.6622868,66.23,orange,High risk. Officer review and restructuring offer recommended.,True
313701,1,0.6622834,66.23,orange,High risk. Officer review and restructuring offer recommended.,True
436785,0,0.6622881,66.23,orange,High risk. Officer review and restructuring offer recommended.,True
241199,0,0.662346,66.23,orange,High risk. Officer review and restructuring offer recommended.,True
323682,0,0.66232693,66.23,orange,High risk. Officer review and restructuring offer recommended.,True
355482,1,0.662159,66.22,orange,High risk. Officer review and restructuring offer recommended.,True
386411,0,0.66221726,66.22,orange,High risk. Officer review and restructuring offer recommended.,True
209385,0,0.66223556,66.22,orange,High risk. Officer review and restructuring offer recommended.,True
175742,0,0.6621722,66.22,orange,High risk. Officer review and restructuring offer recommended.,True
344827,0,0.66216964,66.22,orange,High risk. Officer review and restructuring offer recommended.,True
302626,1,0.66212696,66.21,orange,High risk. Officer review and restructuring offer recommended.,True
216820,0,0.6620787,66.21,orange,High risk. Officer review and restructuring offer recommended.,True
314478,0,0.6620822,66.21,orange,High risk. Officer review and restructuring offer recommended.,True
323586,0,0.66207594,66.21,orange,High risk. Officer review and restructuring offer recommended.,True
402598,0,0.66206515,66.21,orange,High risk. Officer review and restructuring offer recommended.,True
272049,0,0.6620732,66.21,orange,High risk. Officer review and restructuring offer recommended.,True
325232,1,0.6619906,66.2,orange,High risk. Officer review and restructuring offer recommended.,True
411525,0,0.6619789,66.2,orange,High risk. Officer review and restructuring offer recommended.,True
254449,0,0.66201717,66.2,orange,High risk. Officer review and restructuring offer recommended.,True
364467,0,0.6619867,66.2,orange,High risk. Officer review and restructuring offer recommended.,True
184601,0,0.66197884,66.2,orange,High risk. Officer review and restructuring offer recommended.,True
326635,0,0.66203153,66.2,orange,High risk. Officer review and restructuring offer recommended.,True
167148,0,0.6618651,66.19,orange,High risk. Officer review and restructuring offer recommended.,True
354891,0,0.66185033,66.19,orange,High risk. Officer review and restructuring offer recommended.,True
298947,0,0.66187197,66.19,orange,High risk. Officer review and restructuring offer recommended.,True
389379,0,0.66192913,66.19,orange,High risk. Officer review and restructuring offer recommended.,True
243635,0,0.66194576,66.19,orange,High risk. Officer review and restructuring offer recommended.,True
374378,0,0.6618982,66.19,orange,High risk. Officer review and restructuring offer recommended.,True
305855,0,0.661939,66.19,orange,High risk. Officer review and restructuring offer recommended.,True
445635,0,0.66186064,66.19,orange,High risk. Officer review and restructuring offer recommended.,True
232133,0,0.66190493,66.19,orange,High risk. Officer review and restructuring offer recommended.,True
143749,0,0.66183627,66.18,orange,High risk. Officer review and restructuring offer recommended.,True
207996,0,0.661797,66.18,orange,High risk. Officer review and restructuring offer recommended.,True
168632,0,0.66175014,66.18,orange,High risk. Officer review and restructuring offer recommended.,True
373585,0,0.66180646,66.18,orange,High risk. Officer review and restructuring offer recommended.,True
103434,0,0.66182804,66.18,orange,High risk. Officer review and restructuring offer recommended.,True
162208,0,0.6618071,66.18,orange,High risk. Officer review and restructuring offer recommended.,True
191818,0,0.66177434,66.18,orange,High risk. Officer review and restructuring offer recommended.,True
438863,0,0.66173375,66.17,orange,High risk. Officer review and restructuring offer recommended.,True
178734,0,0.66173047,66.17,orange,High risk. Officer review and restructuring offer recommended.,True
223000,0,0.6617204,66.17,orange,High risk. Officer review and restructuring offer recommended.,True
269341,0,0.66166294,66.17,orange,High risk. Officer review and restructuring offer recommended.,True
331798,0,0.6616615,66.17,orange,High risk. Officer review and restructuring offer recommended.,True
132022,0,0.6617371,66.17,orange,High risk. Officer review and restructuring offer recommended.,True
362835,0,0.6617217,66.17,orange,High risk. Officer review and restructuring offer recommended.,True
423870,0,0.66169363,66.17,orange,High risk. Officer review and restructuring offer recommended.,True
169852,0,0.6616093,66.16,orange,High risk. Officer review and restructuring offer recommended.,True
392348,0,0.6615716,66.16,orange,High risk. Officer review and restructuring offer recommended.,True
394754,0,0.66163653,66.16,orange,High risk. Officer review and restructuring offer recommended.,True
245791,0,0.66157657,66.16,orange,High risk. Officer review and restructuring offer recommended.,True
371932,0,0.6615567,66.16,orange,High risk. Officer review and restructuring offer recommended.,True
303955,0,0.66158897,66.16,orange,High risk. Officer review and restructuring offer recommended.,True
139529,0,0.66156024,66.16,orange,High risk. Officer review and restructuring offer recommended.,True
181920,1,0.6616382,66.16,orange,High risk. Officer review and restructuring offer recommended.,True
389873,1,0.6614505,66.15,orange,High risk. Officer review and restructuring offer recommended.,True
396120,0,0.6615308,66.15,orange,High risk. Officer review and restructuring offer recommended.,True
385360,0,0.66151696,66.15,orange,High risk. Officer review and restructuring offer recommended.,True
247429,0,0.66150355,66.15,orange,High risk. Officer review and restructuring offer recommended.,True
289718,0,0.6614698,66.15,orange,High risk. Officer review and restructuring offer recommended.,True
158335,1,0.66150314,66.15,orange,High risk. Officer review and restructuring offer recommended.,True
360039,0,0.66152227,66.15,orange,High risk. Officer review and restructuring offer recommended.,True
281087,0,0.6614898,66.15,orange,High risk. Officer review and restructuring offer recommended.,True
391632,1,0.6614074,66.14,orange,High risk. Officer review and restructuring offer recommended.,True
167079,0,0.66125864,66.13,orange,High risk. Officer review and restructuring offer recommended.,True
287892,0,0.6612631,66.13,orange,High risk. Officer review and restructuring offer recommended.,True
363010,0,0.6613021,66.13,orange,High risk. Officer review and restructuring offer recommended.,True
113274,0,0.6613384,66.13,orange,High risk. Officer review and restructuring offer recommended.,True
159286,0,0.6613322,66.13,orange,High risk. Officer review and restructuring offer recommended.,True
144916,0,0.6611733,66.12,orange,High risk. Officer review and restructuring offer recommended.,True
308395,0,0.6610505,66.11,orange,High risk. Officer review and restructuring offer recommended.,True
352911,0,0.6610632,66.11,orange,High risk. Officer review and restructuring offer recommended.,True
259929,0,0.6611218,66.11,orange,High risk. Officer review and restructuring offer recommended.,True
259731,0,0.6611189,66.11,orange,High risk. Officer review and restructuring offer recommended.,True
431060,0,0.6611019,66.11,orange,High risk. Officer review and restructuring offer recommended.,True
152293,0,0.66110873,66.11,orange,High risk. Officer review and restructuring offer recommended.,True
151301,0,0.66111565,66.11,orange,High risk. Officer review and restructuring offer recommended.,True
453370,1,0.66096413,66.1,orange,High risk. Officer review and restructuring offer recommended.,True
448503,0,0.6609854,66.1,orange,High risk. Officer review and restructuring offer recommended.,True
153506,1,0.66102064,66.1,orange,High risk. Officer review and restructuring offer recommended.,True
170792,0,0.66097134,66.1,orange,High risk. Officer review and restructuring offer recommended.,True
376814,0,0.66099465,66.1,orange,High risk. Officer review and restructuring offer recommended.,True
126983,0,0.6609692,66.1,orange,High risk. Officer review and restructuring offer recommended.,True
389204,0,0.6609074,66.09,orange,High risk. Officer review and restructuring offer recommended.,True
125293,0,0.6608518,66.09,orange,High risk. Officer review and restructuring offer recommended.,True
122388,0,0.6609291,66.09,orange,High risk. Officer review and restructuring offer recommended.,True
448176,1,0.6609105,66.09,orange,High risk. Officer review and restructuring offer recommended.,True
195543,0,0.66085416,66.09,orange,High risk. Officer review and restructuring offer recommended.,True
314500,0,0.66090304,66.09,orange,High risk. Officer review and restructuring offer recommended.,True
163529,0,0.6608643,66.09,orange,High risk. Officer review and restructuring offer recommended.,True
231552,0,0.66086,66.09,orange,High risk. Officer review and restructuring offer recommended.,True
189995,0,0.6608522,66.09,orange,High risk. Officer review and restructuring offer recommended.,True
228287,0,0.66089976,66.09,orange,High risk. Officer review and restructuring offer recommended.,True
235640,0,0.66090304,66.09,orange,High risk. Officer review and restructuring offer recommended.,True
265055,0,0.6608357,66.08,orange,High risk. Officer review and restructuring offer recommended.,True
147892,0,0.660774,66.08,orange,High risk. Officer review and restructuring offer recommended.,True
150931,0,0.6608455,66.08,orange,High risk. Officer review and restructuring offer recommended.,True
258749,0,0.66078764,66.08,orange,High risk. Officer review and restructuring offer recommended.,True
112501,0,0.6608199,66.08,orange,High risk. Officer review and restructuring offer recommended.,True
419146,0,0.66084045,66.08,orange,High risk. Officer review and restructuring offer recommended.,True
160760,0,0.66074634,66.07,orange,High risk. Officer review and restructuring offer recommended.,True
408376,1,0.66061985,66.06,orange,High risk. Officer review and restructuring offer recommended.,True
241387,0,0.660641,66.06,orange,High risk. Officer review and restructuring offer recommended.,True
420211,0,0.66062975,66.06,orange,High risk. Officer review and restructuring offer recommended.,True
209629,0,0.6606006,66.06,orange,High risk. Officer review and restructuring offer recommended.,True
295102,1,0.66057503,66.06,orange,High risk. Officer review and restructuring offer recommended.,True
416741,0,0.660594,66.06,orange,High risk. Officer review and restructuring offer recommended.,True
141716,0,0.66057605,66.06,orange,High risk. Officer review and restructuring offer recommended.,True
274087,0,0.66056156,66.06,orange,High risk. Officer review and restructuring offer recommended.,True
166213,0,0.6604709,66.05,orange,High risk. Officer review and restructuring offer recommended.,True
453813,1,0.6604569,66.05,orange,High risk. Officer review and restructuring offer recommended.,True
389851,0,0.6605119,66.05,orange,High risk. Officer review and restructuring offer recommended.,True
100063,0,0.6605422,66.05,orange,High risk. Officer review and restructuring offer recommended.,True
177149,1,0.6604322,66.04,orange,High risk. Officer review and restructuring offer recommended.,True
298589,1,0.66042817,66.04,orange,High risk. Officer review and restructuring offer recommended.,True
298280,0,0.66042006,66.04,orange,High risk. Officer review and restructuring offer recommended.,True
374388,0,0.6604051,66.04,orange,High risk. Officer review and restructuring offer recommended.,True
220135,1,0.6604156,66.04,orange,High risk. Officer review and restructuring offer recommended.,True
271009,0,0.6602929,66.03,orange,High risk. Officer review and restructuring offer recommended.,True
198747,0,0.66032016,66.03,orange,High risk. Officer review and restructuring offer recommended.,True
414458,0,0.6602678,66.03,orange,High risk. Officer review and restructuring offer recommended.,True
210013,0,0.66029173,66.03,orange,High risk. Officer review and restructuring offer recommended.,True
442876,0,0.66033846,66.03,orange,High risk. Officer review and restructuring offer recommended.,True
133623,0,0.66030955,66.03,orange,High risk. Officer review and restructuring offer recommended.,True
282172,0,0.6603189,66.03,orange,High risk. Officer review and restructuring offer recommended.,True
157099,0,0.66029257,66.03,orange,High risk. Officer review and restructuring offer recommended.,True
272327,0,0.6603487,66.03,orange,High risk. Officer review and restructuring offer recommended.,True
280199,0,0.6602031,66.02,orange,High risk. Officer review and restructuring offer recommended.,True
277520,0,0.66019315,66.02,orange,High risk. Officer review and restructuring offer recommended.,True
231482,0,0.6601704,66.02,orange,High risk. Officer review and restructuring offer recommended.,True
420812,0,0.6601803,66.02,orange,High risk. Officer review and restructuring offer recommended.,True
302798,0,0.6602309,66.02,orange,High risk. Officer review and restructuring offer recommended.,True
159538,0,0.6602028,66.02,orange,High risk. Officer review and restructuring offer recommended.,True
243406,0,0.660122,66.01,orange,High risk. Officer review and restructuring offer recommended.,True
332269,0,0.66011554,66.01,orange,High risk. Officer review and restructuring offer recommended.,True
450539,0,0.660059,66.01,orange,High risk. Officer review and restructuring offer recommended.,True
168353,1,0.66014296,66.01,orange,High risk. Officer review and restructuring offer recommended.,True
200318,1,0.66008186,66.01,orange,High risk. Officer review and restructuring offer recommended.,True
268899,0,0.6600914,66.01,orange,High risk. Officer review and restructuring offer recommended.,True
379605,0,0.6600614,66.01,orange,High risk. Officer review and restructuring offer recommended.,True
