id,borrower_id,loan_type,principal_amount,outstanding_balance,emi_amount,interest_rate,tenure_months,months_completed,disbursement_date,status
6c91a8c6-1b16-4b84-be22-3c12ceabbaac,84381c4e-0c61-4059-b405-f16ecbbb2737,home,4922000.0,2671777.15,47875.12,9.16,202,129,2015-11-22,active
4dfe7b83-166d-43d9-b468-b5e6bf3571a2,c90d81e4-61fb-41c9-a3f4-9c51e65b1b61,vehicle,911000.0,142265.17,16461.05,9.82,74,65,2021-02-23,active
f1dd4abc-f71b-472d-acfe-36014c52132a,9743b9ae-361d-4a28-a778-8b1647baea04,personal,342000.0,124202.25,16310.76,13.32,24,16,2025-03-04,active
17f64503-ca82-46d4-b67a-2c3c5bdd43ee,8d1f86e2-2ed4-488f-b3fe-f9fc4a6fa476,business,4106000.0,953873.01,92188.69,12.41,60,49,2022-06-18,active
220f0f30-b3fa-4399-ba97-6b4d7f4d5d2a,f89044fe-8772-4d97-8c5c-f7ba0555d438,home,3582000.0,3098041.94,38436.31,9.41,168,40,2023-03-15,active
84ecc820-c04f-48e3-ad39-5de09b1e0d23,ac2cdc63-38b6-48e9-acec-00fd545aeed1,home,2650000.0,1358937.92,31821.8,8.47,126,75,2020-04-29,active
def95926-ae14-4017-b18b-2ad70dbcbc9d,2a6d9912-57c2-4b55-8997-5b62355a4fc3,home,2250000.0,670848.25,25831.99,9.02,142,113,2017-03-16,active
3fc2cb2f-b384-4f6a-84f1-0a2906e60c4e,764958ed-3682-42ba-a84f-0832623a56dc,home,6027000.0,1651222.97,59773.66,8.84,185,154,2013-11-02,active
0669524c-4634-4cac-8eb9-49a82d7ed504,d32ce99e-ed53-4d11-82e2-04c4d3ac421c,personal,306000.0,53571.83,18334.97,15.98,19,16,2025-03-04,active
2ea01746-d4bc-461d-b105-f63632e13895,a3a4d700-9069-4931-bede-776614401f53,vehicle,321000.0,157276.33,7463.89,8.91,52,29,2024-02-08,active
231cd4fa-3ef4-402a-ac6f-f2f30fb17064,d3b79bec-15d1-4c46-94fd-c802c899bfd3,vehicle,1920000.0,631070.41,51005.2,8.57,44,31,2023-12-10,active
50adf75e-97c9-474d-9a6d-63201dd9ed2e,7cbc7d6d-07a0-4fe9-8caf-e996de5ea55e,home,3956000.0,3611075.59,34810.43,8.58,235,45,2022-10-16,active
a940bdb6-7cc3-4d69-a1b1-0777c3d09a49,69d12b80-df36-400f-94c1-c005cbff515b,home,3581000.0,1395080.11,30263.37,7.82,227,172,2012-05-11,active
28f32699-a277-4d81-8cd1-92e753ea817c,49162773-843c-4c81-a752-f322e7c05fa7,business,3228000.0,2823013.88,60670.08,12.51,78,14,2025-05-03,active
bc652f0e-5a55-4848-bdbf-ad88becb2e92,0aeb9bf9-96d6-42e6-8cf9-930e9466202e,vehicle,1823000.0,1586168.12,35270.95,10.86,70,12,2025-07-02,active
0c363753-0985-4c29-9ca0-20c53cbac455,b5ec15a0-1d18-455d-8492-83d0d567d3c3,personal,358000.0,186064.25,8344.89,14.08,60,34,2023-09-11,active
8b1ae490-5439-419d-9571-48bd131dd15d,029d25c8-8c64-43c1-8339-0e5f34131b67,personal,448000.0,367281.06,11885.08,13.24,49,11,2025-08-01,active
fce1205e-e252-464c-828d-b7b7fa2aa03e,d87fd59c-36a4-4dbb-b9f5-39cb91cdcf48,vehicle,350000.0,107316.83,7237.36,10.91,64,48,2022-07-18,active
707e632f-f8a3-4210-99a9-4196cde2811e,a71e2fcb-2f70-4d75-bf56-c2e6b9007dba,vehicle,1107000.0,121013.73,20815.59,10.91,73,67,2020-12-25,active
c496fe0a-a41c-4c86-8608-820f1044addb,8c9fd7d6-8694-49f1-bb4a-36b0fe461c1a,home,6653000.0,712214.01,82280.05,9.44,129,120,2016-08-18,active
8ef04662-ec1f-4e68-afd5-58b81cad86c9,cfd825ef-c204-4d90-8237-9100e29a3638,personal,167000.0,139907.07,4521.78,11.69,46,9,2025-09-30,active
7443389f-448b-4c40-b4bb-460225479f29,aa8a06db-f7d1-437d-be84-85de24e6f81a,personal,446000.0,257276.27,15882.33,13.61,34,16,2025-03-04,active
e35be0eb-0a8e-4955-866a-3b2c7d8afadf,260cc076-2cbe-4c05-85f6-a5322244cad1,personal,248000.0,239071.79,7100.09,12.87,44,2,2026-04-28,active
4be619e5-a2de-4b21-8d5d-6a2f09f9bed5,38bba28c-f266-48d2-9c3f-67e19239abba,personal,78000.0,66662.64,6439.28,12.3,13,2,2026-04-28,active
c973c1bc-ad74-4147-8466-152e905c3284,e1dbcd8f-ade1-43c4-84ef-ce9236a419a9,personal,194000.0,155966.24,4615.93,11.47,54,13,2025-06-02,active
ad960e7f-198f-4b52-b995-fe9588ff88bd,73fde098-e8ca-4661-be44-5121539763d6,vehicle,884000.0,333606.04,25229.53,9.25,41,27,2024-04-08,active
545a00ce-68c5-4c8b-9b18-5559fb008ba1,f9dd2f16-98d7-4f3b-a457-afffd3965164,home,5360000.0,65276.08,65785.78,9.37,130,129,2015-11-22,active
36545a5d-3e5d-4c61-9a87-475ebb1e874d,6ee6bfc9-9bf6-4fcd-bbc1-614662210767,business,3034000.0,1291094.16,83203.29,12.4,46,29,2024-02-08,active
3c982453-789e-454d-af00-cb0c825fe2c8,b3dc91f9-9cf7-4cd8-8cfd-ff982e8ea9ab,personal,277000.0,110391.13,8624.99,14.63,41,27,2024-04-08,active
a2e8672f-90af-4c18-a605-4f67aa83e0d0,b9edbefb-53d7-4986-a0e7-2c9bcf9d99e3,business,4995000.0,4557089.39,105446.66,12.66,66,8,2025-10-30,active
b0099fd3-f1fa-43fb-a8f0-a20e77ef2f13,08302f24-f79c-4596-ba5a-3d0b6d902ffd,personal,315000.0,205379.93,14200.94,14.57,26,10,2025-08-31,active
be0c2af4-1062-4b2d-97f4-a53802f6bd95,18d0ff49-41cd-423d-bffa-ab66cd11d95e,vehicle,359000.0,152210.6,6504.68,9.56,73,47,2022-08-17,active
499c8c13-948b-4b45-91af-04ddd77edadb,190f98d1-935b-473a-b9db-87c0291c8eec,personal,272000.0,211130.59,7579.66,14.21,47,13,2025-06-02,active
28195d9b-3d60-47ab-b1db-d9f2b008edcc,4272b527-c113-405b-8f6f-c6b6e572a3cd,personal,353000.0,273960.53,8579.23,13.77,56,16,2025-03-04,active
4751ec60-0a37-4504-96e6-029e91bd33fa,749ae998-d799-43e5-b51a-cdc9867d22ec,home,3330000.0,526409.57,39764.51,9.06,133,119,2016-09-17,active
26ad4dc3-179d-4f3d-9a4f-09ab702f8a1a,ec85824b-1f36-4917-9997-6deb147b10a9,business,4323000.0,1847598.01,81641.79,12.68,78,52,2022-03-20,active
3857225a-3822-48d8-bb7f-cdad16223e47,03b72e03-7a19-4a80-82ea-c227ac787b6f,home,5300000.0,3852625.05,47226.29,8.71,233,109,2017-07-14,active
f78a256d-82c7-46d4-8d45-07e519dd04f2,160fda73-2e18-4002-9ee8-0afe6b0b0846,business,1559000.0,114237.7,29247.53,11.51,75,71,2020-08-27,active
b878eeef-e653-485d-b23c-45da621fc1a7,17cdee61-d857-4d50-876f-22dae62d495f,home,2486000.0,1959300.27,23182.94,8.36,198,70,2020-09-26,active
1c721a97-643e-40ce-a5f8-a5c25b8b4fa8,c1348089-28d2-47b7-b168-eee37fdbde1d,personal,191000.0,146341.69,13085.95,13.22,16,4,2026-02-27,active
11436149-691c-4c41-a055-ca0da7babfe8,59aa513c-c990-45da-a9b8-fbaedac0fa05,personal,96000.0,38914.55,5082.02,11.8,21,13,2025-06-02,active
9de58fea-cb38-45a2-a1e6-cfbcb640973f,35c06b0a-5513-4803-95f5-b69c035a4549,personal,159000.0,58720.15,4017.88,13.03,52,36,2023-07-13,active
abdefae3-a0d4-4755-a372-45fda95480bf,a3a5b50f-fcc4-499d-b24b-83a660053130,business,202000.0,137370.75,4145.07,13.84,72,30,2024-01-09,active
c954e3cf-62c0-41ac-8d48-d20d3c982183,44a7f8e2-f65c-425e-93ae-18323426b5c8,home,3501000.0,1349826.47,32153.28,8.5,209,159,2013-06-05,active
2409e19b-e17a-4947-84a3-c9db309c0a48,f0715f3f-3750-4261-bb4d-db6f087ed143,home,3769000.0,3129059.39,39982.09,8.29,153,40,2023-03-15,active
d4ee832b-72fa-43ed-8bed-306fa3248906,31986a82-8321-49c7-b1d6-ac0e6e39d4a0,education,1531000.0,1404206.83,23985.67,9.2,88,10,2025-08-31,active
9d986d8a-79e9-4804-bc5c-166be05198f7,2e7718e4-8f28-4360-ba13-e8ac0b63352e,personal,330000.0,271882.81,22337.47,11.45,16,3,2026-03-29,active
7edda0dc-e5c5-4065-899d-bbdfdcf920a1,f428e243-02cf-4a12-8516-974d7e2141af,home,6723000.0,517203.39,66922.95,9.29,195,187,2011-02-16,active
ef401260-b7aa-4c8e-84d4-bea110793b1e,452fccad-28cb-4422-8237-12cfa32664df,personal,348000.0,282107.23,9260.79,14.2,50,12,2025-07-02,active
d896a0c2-13f0-468d-84b7-7c70329e5eb3,e676c983-d02d-4763-b42a-f020c586d90c,education,1759000.0,1371560.48,24089.34,8.81,105,31,2023-12-10,active
e511e5b0-c1d6-429c-8d3e-d3f77c97541b,7407ec11-02aa-442c-94e8-29c3392af498,personal,374000.0,223891.13,33353.8,12.71,12,5,2026-01-28,active
51e1448a-ebf8-434b-95cf-1870028f8f37,68003c50-d0cd-4f80-973a-3af1aabe0505,home,2409000.0,1494092.26,23079.11,8.52,191,104,2017-12-11,active
bd7d86f5-2f92-4177-b569-78d74597737f,d0abfd78-4bfb-4f82-bd9d-072c37c9a1f7,home,6725000.0,4798613.24,85500.69,9.32,122,48,2022-07-18,active
01beb3cf-7e95-484f-9439-4d2382c7562c,36260154-94f1-42f2-85e7-0faf38e5cf20,vehicle,701000.0,504894.44,15852.12,9.74,55,18,2025-01-03,active
8ef173ec-94b4-4ebc-b7db-e1c96f29f920,b27b6669-bbea-4070-9528-7cf5cb0d6f03,home,1230000.0,979694.63,13085.0,8.8,160,51,2022-04-19,active
fe6211f3-db98-474c-9ebe-d377e1f3d809,4194f519-a980-44a8-a2e0-a29d669ffa6c,business,1513000.0,1360374.04,29320.44,11.67,72,10,2025-08-31,active
2e0a34c4-5532-42ab-83ea-1e8379d5ff4b,bca09acc-22f7-487f-977d-b7224a83ae8f,personal,383000.0,181698.35,8496.43,11.33,59,35,2023-08-12,active
3b6ca3ba-6a0b-4ea7-afd1-9344e8829eef,9300a350-2ab6-4a83-9a69-abca743f943d,home,2440000.0,943614.3,23741.1,8.65,188,141,2014-11-27,active
75767f25-44ce-47ce-a6b7-6bb1a9405d1c,22287d21-a5c3-47c7-8268-c6054104fafd,personal,296000.0,177482.94,6604.05,11.01,58,27,2024-04-08,active
910f4811-aebc-400f-9b30-e25adabefe79,5f578ee3-51af-420f-8bef-0820ab43d97c,personal,298000.0,35889.61,18222.52,12.36,18,16,2025-03-04,active
002f3008-74fd-43ec-a873-0b8c6ec3b862,d2a9e974-aab3-4a25-aed0-b72565f68677,personal,283000.0,101416.64,17646.9,14.94,18,12,2025-07-02,active
8af6f004-d88f-43b4-b87d-3cf71f5c99a4,7d921aa4-687c-4361-83cc-4a13c90405f3,business,4612000.0,2895314.14,85744.45,11.51,76,35,2023-08-12,active
19631d19-31b6-42e6-867d-5bf5239a94f8,e40378d7-a988-4996-9330-a2d9d9520dbf,personal,327000.0,226019.77,9241.1,14.09,46,17,2025-02-02,active
fc0ebdca-4d29-4f6e-8d76-556d6dea4dab,03bc2da4-2dd1-4fd3-af1e-b43789dbd869,business,2992000.0,1081745.8,55258.75,12.47,80,58,2021-09-21,active
87931bbf-95af-4cae-9f00-74882c7f16e9,0cc31e35-3a54-4858-b183-01cff13584b5,home,4300000.0,4002053.19,40075.08,8.12,192,25,2024-06-07,active
e3498acd-9898-48b1-ac4e-67909c6d8696,5e574efa-1769-41c5-8699-59c1c0dfdeb9,home,4913000.0,4679867.38,53144.0,9.11,160,14,2025-05-03,active
73a43fc8-e348-4c4e-97d4-027d3b6162f3,fa287482-d76a-48a0-93c5-abdc72ef6f61,home,5103000.0,4519545.37,47203.03,8.7,212,48,2022-07-18,active
a52316dc-b913-455a-9566-bd4d77519f08,9e44f55f-6ca2-4fd2-8ba2-22b2c7f73e7b,home,5656000.0,4459600.93,58879.55,9.49,181,65,2021-02-23,active
f7d0e729-b84e-41a3-ad11-f039621f63f8,60aa6c7d-e889-4010-9fa3-ecc10e140330,business,2031000.0,1726604.66,35072.87,10.18,80,16,2025-03-04,active
4dd7e8bb-e632-4dc1-8376-70dfd421729a,cb4cb728-2612-4552-856f-f3e166a18bd5,home,1090000.0,922636.56,10359.96,8.96,207,60,2021-07-23,active
22e8912f-690a-41ce-b981-285861a3b62e,c93a70bb-a735-4ddd-8717-a2619da5b6c3,vehicle,1168000.0,791300.79,22167.89,10.52,71,28,2024-03-09,active
43155b0d-3c8b-4a00-b89c-643dbcfd289d,ccb2328d-b24e-491a-8f1f-8d489e54e6c7,personal,162000.0,145280.65,3927.05,14.24,57,8,2025-10-30,active
594492c4-7f7f-4158-9912-fc034b7fd0c2,cf86d5c0-0d1e-45ae-be8d-e1ce58ecfe92,business,1448000.0,916041.43,32901.98,12.4,59,26,2024-05-08,active
9dd3a404-2ab6-4099-bd12-cc177283bc0f,4fc991e5-14a8-4ae4-a3f1-04b7a59e6703,personal,72000.0,21340.77,1918.94,14.28,50,38,2023-05-14,active
15769d1f-fe1c-46c9-847a-e20fd7b51380,de16954c-429d-4cc7-a9d3-b7502cc7a7e1,personal,111000.0,74262.23,3288.27,15.86,45,18,2025-01-03,active
21239f1f-cb5c-4606-bd0a-5ca7ffcbecc1,444eafca-0163-46ce-9823-e07144fe5254,home,2700000.0,1952662.87,29115.94,9.5,168,72,2020-07-28,active
dda6a70d-2244-4143-b337-b4180f666675,906b3b41-5aa6-49eb-ad3a-62e0e19f98f8,business,3755000.0,972604.66,74998.38,12.45,71,57,2021-10-21,active
e15499fd-36e1-4d07-9034-9d2604db75f0,8d368b99-dec1-46dc-a8a7-5592ea70f648,personal,73000.0,69920.84,2280.58,12.31,39,2,2026-04-28,active
06ab053d-1b91-4b77-8a13-afeea07005e7,59fef1bf-1562-4e1c-bf0e-49af5e86fe89,vehicle,1877000.0,1140885.8,41679.83,9.56,56,25,2024-06-07,active
23bcbaf4-8e31-4bc2-b227-032bd409cd37,544cf299-5795-4475-9c7b-e74e3fadea40,personal,249000.0,54462.03,7208.33,15.46,46,38,2023-05-14,active
1a7f4323-9040-4a8f-b8ce-57cceb2d30cb,4c05d924-5d36-4f71-abf0-56761b461075,personal,479000.0,377364.88,18444.52,15.82,32,8,2025-10-30,active
c1775549-80ca-4bc8-ad97-652d1a0cfd80,e260af55-6d1f-41d7-9b9d-3426ae9ada00,business,4065000.0,2377158.58,131399.64,11.7,37,17,2025-02-02,active
e020eaea-fd77-4b7b-b576-1d007857a838,c2fc7b25-2e3f-4cfe-b0f2-867df69ce639,vehicle,865000.0,158819.96,18441.97,10.69,61,52,2022-03-20,active
7cce016e-6f62-4392-9e6d-0cc240776873,e7e63e3c-2234-46bd-b0db-b3ead14286d0,home,5252000.0,1523973.88,46853.19,8.34,218,181,2011-08-15,active
f1c6d138-777f-46ff-a052-998b5e129dd3,237dd344-1bbf-4a9f-a348-cbf05546baf0,home,1313000.0,447444.03,12038.2,8.17,200,157,2013-08-04,active
523d8186-34ed-4f2c-b4e0-1113eaaf72d2,c4e4ee92-37a0-4cc2-8f4a-132cb33f17b4,personal,466000.0,162837.39,41943.92,14.47,12,8,2025-10-30,active
b77f71d1-3132-4bce-bb40-774f5be7ce01,2958ded0-f719-42c7-b629-26c1fcf8d4f0,home,1901000.0,1441562.81,20543.28,7.8,142,48,2022-07-18,active
906f9f94-445a-4570-b68a-0045c641a3e1,431b8eea-222a-43e4-99ce-41cb416b5fa5,education,1617000.0,567003.65,26146.03,9.93,87,63,2021-04-24,active
2eb2ff2f-76cc-4f59-b43d-ebb618f26fcc,5961bbc9-125c-44c8-baa1-62b1581addeb,business,2475000.0,1730025.45,52582.89,10.54,61,22,2024-09-05,active
06060cbd-4627-41ac-9f60-c1c8f3c9e8b6,279446ba-051c-45d1-bdc4-bf3719685f99,business,2073000.0,1226793.7,59016.15,10.32,42,19,2024-12-04,active
f5d7f61f-e3ae-4791-affa-9f3d648fa954,2f91caa6-d13a-4a89-9fab-14d49e21d800,business,680000.0,46582.57,15881.85,13.64,59,56,2021-11-20,active
4887cda5-043f-4c8d-b12e-17f690fe6d18,402ffd49-3f59-437d-962b-b259882ed530,personal,480000.0,53438.73,13779.2,14.98,46,42,2023-01-14,active
9548ec9e-2707-45dd-b258-5be56f8e10e9,a98fd683-adad-4506-ba53-14641067a3b8,personal,77000.0,38020.81,1852.91,15.52,60,36,2023-07-13,active
3c2e9f5a-a4a8-4506-8d53-57b5e20adb48,fa679a4c-0957-4e1a-a492-a30e9c8de19b,home,4059000.0,2011794.09,41670.53,9.46,186,125,2016-03-21,active
c08dc49b-3e04-4323-8018-f8f87d63d1a0,3f52fccb-bdcc-43e8-aada-e7ae6cabf713,business,4960000.0,4295422.38,136968.88,10.78,44,7,2025-11-29,active
03caf2c1-2a5e-4e09-9e30-34b083456701,50baa271-5337-4438-8149-1b32a6e0981d,home,4966000.0,1375762.51,42220.12,8.22,240,203,2009-10-24,active
a8d6d157-d245-4231-9636-4d29fba495c2,a71d4f5e-d17d-49c0-a682-1aff4f680142,vehicle,1876000.0,254334.39,43586.35,9.62,53,47,2022-08-17,active
17b2cd70-0d9a-4e77-825a-b0c93b920861,705f3ff6-bb86-4c4e-b17d-9e4ba67015b2,personal,168000.0,58235.53,8717.49,14.19,22,15,2025-04-03,active
0d08e816-eaa9-4337-b3b5-38e57274c7e1,04e065a9-0fee-4ec5-95ed-8ecbbcc39012,home,5978000.0,5292811.54,49631.63,7.83,237,54,2022-01-19,active
2d07cbfd-06de-4de0-9366-c01933d026a6,28bf8428-dd2e-4851-828f-1a17c48691c5,business,1298000.0,753705.6,23995.89,13.54,84,45,2022-10-16,active
0ebf70f7-a7d7-4aed-92b5-691e6d5d2907,c2d8a593-baf7-4975-825b-9fa0eca2d666,home,3093000.0,29942.77,30166.35,8.96,195,194,2010-07-21,active
34a8c434-f2d0-409d-b1b3-12cb16d06c52,512ef0a2-9f97-4356-b08f-6cb8492368e1,business,2414000.0,833623.08,57374.98,13.89,58,42,2023-01-14,active
fe971bef-bea7-4606-9518-444fc5bf8d70,35c4d8f5-29c4-46e0-b4d0-fb3189cb7bf2,home,7876000.0,7041001.44,73530.88,7.85,185,34,2023-09-11,active
35bd9848-0666-4e97-90a3-b348ddd7caf7,4d416264-18b1-421f-9fe6-d4391a3b18f8,home,4681000.0,3568433.18,40872.1,7.97,216,85,2019-07-04,active
b430b5d2-536e-473d-9eb1-3cdb25dc1c1a,8f0b3837-836c-4ee7-a193-946589a7c5aa,vehicle,852000.0,564106.23,14565.93,10.95,84,36,2023-07-13,active
7af2ac59-d8e8-4486-9c47-26114e439f36,fe4c513d-afd9-4ee2-8b38-63c14b7c72cc,home,5569000.0,265692.44,54207.31,8.01,174,169,2012-08-09,active
a0140c13-67fe-4088-a7b4-2b2907d3fa9f,c9c6a865-140a-4282-acae-f7c2b2884513,business,3331000.0,2691012.75,78565.24,12.96,57,14,2025-05-03,active
e95a9a03-17be-4871-9d48-0b418d055823,0a6b821c-56cb-4bc8-b4eb-4cce286de60d,vehicle,338000.0,265617.22,9346.76,10.86,44,11,2025-08-01,active
1d198955-2f88-422b-81f7-cf68ee973d43,a0f8c365-918b-4ca6-8f17-70d4e608302b,vehicle,1973000.0,562266.7,45925.69,10.42,54,41,2023-02-13,active
4446f1c1-532d-448c-81f7-a81d5d9f3409,91a8dd46-cdf2-4aa9-bfa0-1afc3a4ed376,business,3709000.0,3221902.08,77623.59,12.73,67,12,2025-07-02,active
32a76076-d0a8-40fa-b736-70b928ede867,4c12e356-972f-4d74-9e58-ed83a35464f2,personal,456000.0,271936.83,15428.48,14.82,37,17,2025-02-02,active
6804238f-dd99-4a83-a3bb-18045cd5fc40,3a2848e6-3432-4c73-a9f1-cc7a421cb339,business,3296000.0,857727.97,62250.16,12.97,79,64,2021-03-25,active
50efcf2c-1311-4638-9d45-cda0db03de98,b97a0d17-22c6-4ccc-9216-2788cb93309b,home,1937000.0,1442386.58,17345.14,8.61,226,99,2018-05-10,active
aff0b4f7-3609-4761-979f-7cf7eb267d2a,e8a3e6f7-5a26-4f6a-bd77-d2a6fb58a02a,business,4134000.0,3996765.33,84620.13,11.41,66,3,2026-03-29,active
6a7c576f-921c-41b4-a554-3fa1cab7a8e8,9689007c-ed60-4133-ba3f-cff5a2252d27,business,492000.0,195668.08,15086.31,12.43,40,26,2024-05-08,active
5ea78d28-3520-41d6-ac96-967f4ea7b6df,f16ebc58-9fc1-4889-956c-33a6a2e71e45,education,1671000.0,1198605.41,28642.08,8.66,76,26,2024-05-08,active
11ef18f6-daaf-492f-8abf-587bee0ca63a,33439c75-d26e-4556-9bdd-f7d46c1c889f,home,5067000.0,4037275.2,48496.31,9.46,221,85,2019-07-04,active
78b1aeac-e378-40ec-935d-2f6d41dc5d81,285b557a-2363-4627-804f-6fb81e2d9805,business,2615000.0,1806168.18,71268.76,11.07,45,16,2025-03-04,active
d7613913-32d7-4f3c-a77f-aa50d0d23601,c8910d9d-5624-4fc2-a493-6d32c32fbc67,home,2221000.0,1971283.79,22104.97,7.52,159,28,2024-03-09,active
87a5d5ad-b44f-47f9-9c3e-51018ac41df6,208c9cdc-e7d5-4170-8655-d6b07040ad6f,personal,372000.0,36082.01,12292.9,13.2,37,34,2023-09-11,active
676637a2-fa26-4f9c-98e3-3dc9db25c244,63709a08-9073-4b36-a0be-0a94bcf974ab,home,7288000.0,6572360.05,63966.1,8.35,227,46,2022-09-16,active
c24fc174-110b-48b4-b60a-6fb44fa00005,9d351a6e-b13a-41c8-be58-05dc17270e08,personal,164000.0,121574.56,4261.01,15.78,54,18,2025-01-03,active
9a8fa635-a680-4b6b-932a-1aa4cb3b38f6,7cb02dd2-f1b1-4381-a56f-211e2574ec0a,home,901000.0,355867.44,8379.43,7.92,188,138,2015-02-25,active
a406a2bb-cf6f-46d0-9c53-7b91bc1d0344,bd5669a6-a673-4151-9770-cdd5b842a776,vehicle,1439000.0,902220.5,28441.38,10.01,66,29,2024-02-08,active
7eafd751-3e60-49c5-82ba-00be7db4a9a3,30e0284f-576e-49f6-a4fe-8ef3501a89db,personal,403000.0,141805.53,24403.89,11.08,18,12,2025-07-02,active
44346498-73db-47bb-93c9-dca3c505d9e9,8aed00b2-4e04-46ec-9f9d-c2d4498e407a,home,4968000.0,439566.12,56726.24,8.57,138,130,2015-10-23,active
40b40dcd-0a02-4414-8148-7cf266e43824,55087ced-ab00-463e-8d03-a25215ffecf6,personal,165000.0,22717.98,4711.7,14.68,46,41,2023-02-13,active
eda8b2e1-6d8f-4303-997b-202b36b9f7e0,177973f7-e874-4313-b679-e85ed1bc355c,personal,242000.0,198699.65,6468.47,13.64,49,11,2025-08-01,active
a8f34257-c73a-4634-8406-c87340dfb67d,e1d570a3-c4ce-4ec9-a0b1-9d65389757b7,vehicle,1576000.0,784938.33,27554.95,8.65,74,42,2023-01-14,active
78e89f90-6cd6-40d2-8a12-502c6619338b,063a0d21-e64d-49c1-9e49-31ba4c81cdce,personal,366000.0,119944.71,10630.03,11.52,42,30,2024-01-09,active
ef5d426c-0c5d-4469-807c-18a62689e80b,fa1877ec-8419-44fc-9046-64e48e24727f,business,1418000.0,1253556.62,34896.41,10.15,50,7,2025-11-29,active
d2648685-4b2e-4cdb-96a0-edf1ad1e1f5b,b45ab0bf-f54f-4c1b-9732-f6dc170c1aea,vehicle,1976000.0,690449.91,37740.29,10.37,70,50,2022-05-19,active
5317b67a-c8f4-4c68-9247-d38422a80a04,e2353c8c-3d97-4886-9441-3c3dee3c050f,business,1040000.0,201843.97,30158.73,13.62,44,37,2023-06-13,active
6a1e428a-1aad-4208-93f4-daffff710217,9c514a5f-9d2c-4070-9f5c-fa06cdee5298,business,3043000.0,2077949.93,82987.94,12.09,46,17,2025-02-02,active
c3b42a77-18c8-469c-809b-e757209997cf,2413e95d-2b95-49c4-b77a-01b0fd529a88,personal,96000.0,11274.75,5749.88,15.93,19,17,2025-02-02,active
f07bfa59-bed6-452f-b2f0-47d9e6958b3d,7686a2eb-a07d-4d70-8c2f-be3975bbb7e5,home,7400000.0,5397462.01,87180.22,9.39,140,55,2021-12-20,active
aa1f7b41-7df4-42e4-9303-b29b030ad1c0,a2f82715-ed7c-42b6-ad56-65072ed44602,education,1082000.0,265574.14,16801.23,9.85,92,75,2020-04-29,active
66f51afd-4eaf-4269-a617-2d4759912708,fb7d0362-c289-40e1-9cdd-7dc8d852da3b,personal,145000.0,113086.95,7663.17,11.61,21,5,2026-01-28,active
e29a2d2f-8df6-4b32-b2f6-8c1f819644e5,e5f318b5-28c6-4976-b30f-7fd3ae67c5eb,home,2225000.0,2144257.42,18158.35,7.5,233,18,2025-01-03,active
b9faff2e-cce9-4fd9-b44e-2e165b568f9c,ea6506b4-09c5-47dd-81af-a776969eb347,business,2053000.0,1956129.21,43580.54,11.52,63,4,2026-02-27,active
761f1aaf-8784-4da8-97f0-4b9eab8b9a55,b7b8a890-5640-4d39-9363-8c392d41c483,vehicle,1114000.0,58541.41,19839.61,9.99,76,73,2020-06-28,active
8b5b5954-2322-44a8-846f-85cfd70fca55,4d7d5ea0-3277-4e77-a905-cfce4c78cb08,vehicle,1418000.0,1379992.37,23760.13,9.47,81,3,2026-03-29,active
7ccf6648-8f96-431f-93fc-2ae4de90ffca,52441d6a-b79d-4293-b092-98da7c5c9665,personal,418000.0,355543.17,19845.01,12.86,24,4,2026-02-27,active
e464d5b2-e0cc-480e-9b58-ae9bfb241af6,6f72b10d-8b9e-4768-b72e-3a27a1416b13,home,7380000.0,4682659.8,83387.76,9.3,150,76,2020-03-30,active
3f2ef0fe-9905-4d35-b1b9-1d91ae0b14e3,70dea442-da8c-44a6-bd75-11539282f193,vehicle,1370000.0,235927.2,24782.92,10.86,77,67,2020-12-25,active
918e6ac7-db72-41cd-b877-5a8e7e26c963,3cea176f-7731-4c54-be7a-665da7a25872,business,3974000.0,283463.52,96333.14,11.68,53,50,2022-05-19,active
28ee6c96-924a-4670-981c-7478a6cc536d,607cfd9d-0da5-4fd5-be7e-8ad973d44de2,vehicle,1191000.0,671128.31,31874.48,8.99,44,21,2024-10-05,active
56309d98-8aea-4790-bc31-8c3069b4414f,09a00ce8-a692-46c9-ade2-410f8861d9f2,personal,492000.0,90478.39,18787.24,15.16,32,27,2024-04-08,active
fd9f71cb-d09e-4650-93f1-3baa103b2775,c0c65fbb-81dd-478f-b30a-d60a173c9403,home,527000.0,520855.27,4979.44,9.05,213,6,2025-12-29,active
5e1e70af-4eab-40d1-8034-30d08568e164,7e8a11d1-adc4-4e10-9170-44591414ff38,personal,388000.0,229273.3,18790.86,11.02,23,10,2025-08-31,active
c22d793f-554c-42f3-b368-e650379caaba,dcd47f20-dace-4694-a3f4-9fcdeb4ad054,vehicle,1914000.0,1690836.97,34574.01,9.45,73,11,2025-08-01,active
0a2d12c0-53f4-48d6-baa0-9dd188bed1f7,feca88b3-bf92-41e8-ad2d-95ab641a7d6f,personal,456000.0,69489.04,35317.98,13.18,14,12,2025-07-02,active
ccb38f61-9352-453d-8930-fecea29dbec2,6528226e-13f4-4c20-bed6-74d5ef3a287c,personal,171000.0,45133.39,11544.77,11.07,16,12,2025-07-02,active
db152fea-3b4b-4866-ae0c-cab9fdcaec51,53a6500d-542c-4f55-85cd-2238b7536d1e,business,1981000.0,1308756.49,59941.83,12.84,41,16,2025-03-04,active
